,Persian Translation (Google Translate),sentiment
14653,کم‌جنبه,-1
14654,کم‌خرج,1
14656,کم‌خون,-1
14658,کم‌سو,-1
14659,کم‌سواد,-1
14661,کم‌ظرفیت,-1
14662,کم‌لطف,-1
14663,کم‌مخاطب,-1
14666,کنار کشیدن,-1
14668,کنار گذاشته,-1
14670,کناره گیری,-1
14672,کنایه‌آمیز,-1
14675,کنت,1
14679,کنترل نشده,-1
14682,کنتس,1
14684,کنجکاو,-1
14685,کنجکاوی,-1
14686,کند,-1
14687,کندرو,-1
14690,کندو,-1
14692,کندکار,-1
14693,کندی,-1
14695,کنسرو,1
14702,کنه,-1
14715,کهن,-1
14717,کهنه,-1
14718,کهنه سرباز,1
14722,کهنه‌پرست,-1
14723,کهنه‌پوش,-1
14724,کهنه‌کار,1
14733,کوبیدن,-1
14734,کوتاه,-1
14735,کوتاه قد,-1
14739,کوته بین,-1
14741,کوتوله,-1
14743,کود,-1
14744,کود کشاورزی,-1
14746,کودتا‌چی,-1
14747,کودن,-1
14748,کودک,1
14750,کودک کشی,-1
14751,کودکانه,-1
14753,کودکی,1
14754,کور,-1
14756,کوری,-1
14759,کوسن,1
14760,کوسه ماهی,-1
14763,کوفته,-1
14765,کوفتی,-1
14772,کولی,-1
14790,کوچه‌بازاری,-1
14791,کوچه‌گرد,-1
14793,کوچک,-1
14794,کوچک شدن,-1
14802,کوکورانه,-1
14803,کویر,-1
14808,کیف‌زن,-1
14809,کیف‌قاپ,-1
14810,کیمیاگر,1
14811,کینه‌توز,-1
14812,کینه‌جو,-1
14819,کپک,-1
14820,کپک زده,-1
14821,کپک‌زده,-1
14823,کچل,-1
14825,کک,-1
14827,کیست,-1
14834,کیفری,-1
14842,کینه,-1
14843,کینه توز,-1
14844,کینه توزی,-1
14849,کیک پنیر,-1
14854,گاز,-1
14884,گاوی,-1
14885,گدا,-1
14889,گدازه,-1
14890,گداصفت,-1
14891,گدامنش,-1
14901,گر,-1
14902,گراز,-1
14903,گراز دریایی,1
14909,گرامی,1
14910,گرامی داشتن,1
14911,گران,-1
14912,گران فروش,-1
14914,گرانبها,1
14915,گرانقدر,1
14916,گرانقیمت,1
14918,گرایش,1
14926,گرد و خاک,-1
14927,گرد و خاک گرفتن,-1
14934,گردباد,-1
14940,گردن‌شکسته,-1
14941,گردن‌کش,-1
14946,گرز,-1
14947,گرسنه,-1
14948,گرسنگی,-1
14952,گرفتار کردن,-1
14953,گرفتاری,-1
14954,گرفتن,-1
14957,گرفتگی عضلات,-1
14981,گروه ترکان و مغولان,-1
14984,گروگان,-1
14986,گریان,-1
14987,گریزان,-1
14989,گریه‌آور,-1
14990,گری‌گوری,-1
14994,گریان,-1
14995,گریختن,-1
14998,گریزان,-1
15001,گریه کردن,-1
15008,گزافه‌گو,-1
15009,گزش ایجاد می‌کنند,-1
15010,گزنده,-1
15011,گزنه,-1
15014,گزینه,1
15016,گستاخ,-1
15017,گسترده,1
15018,گسترش,1
15025,گشاده‌رو,1
15034,گفتنی,1
15036,گفتگو,1
15038,گل,-1
15041,گل دار,1
15043,گل شمعدانی,1
15045,گل مژه,-1
15046,گل میخ,1
15051,گلخانه,1
15056,گله,-1
15057,گله مند,-1
15070,گلگون,1
15079,گل‌زن,1
15083,گم,-1
15084,گم نام,-1
15085,گمان,1
15087,گمراه,-1
15088,گمراه کردن,-1
15089,گمراه کننده,-1
15091,گمشده,-1
15092,گناه,-1
15093,گناه کار,-1
15094,گناهکار,-1
15095,گناه‌آلود,-1
15099,گنج,1
15103,گندزدا,1
15104,گندماسیابی,1
15106,گنده‌گو,-1
15107,گندیدنی,-1
15108,گندیده,-1
15109,گندیدگی,-1
15110,گنه گنه,1
15111,گنگ,-1
15112,گه,-1
15113,گهواره,1
15116,گوارا,1
15118,گوارنده,1
15122,گواهی دادن,1
15123,گواهی نامه,1
15128,گورکن,-1
15129,گوریل,-1
15135,گوساله,1
15141,گوش خراش,-1
15146,گوشت خوار,-1
15157,گوشتی,-1
15161,گوشه گیر,-1
15162,گوشه‌نشین,-1
15164,گوشک,-1
15166,گول خور,-1
15167,گول زدن,-1
15168,گول‌خورده,-1
15174,گویا,1
15177,گوژپشت,-1
15178,گوگرد,-1
15180,گویا,1
15185,گیج,-1
15186,گیج‌کننده,-1
15199,گیاهی,1
15201,گیج,-1
15202,گیج کردن,-1
15204,گیجی,-1
15210,گیلاس,1
15212,گیوتین,-1
15216,یادبود,1
15217,یادبودی,1
15220,یادگاری,1
15222,یادگیری,1
15223,یار,1
15224,یارو,1
15227,یاس,-1
15230,یاغی,-1
15231,یافت,1
15236,یاور,1
15237,یبوست,-1
15240,یخبندان,-1
15250,یقین,1
15251,یواشکی,-1
15252,یورش,-1
15253,یوزباشی,1
15259,یک دنده,1
15261,یک ظرف غذا,-1
15270,یکدلی,1
15273,یکنواخت و خسته کننده,-1
15274,یکنواختی,-1
15276,یکنوع مار بزرگ سیلانی,-1
